Enseignements de spécialité;Formation;Nombre de candidats bacheliers ayant confirmé au moins un vœu;Nombre de candidats bacheliers ayant reçu au moins une proposition d'admission;Nombre de candidats bacheliers ayant accepté une proposition d'admission
Histoire,Géographie, Géopolitique, Sciences politiques&Humanités, Littérature et Philosophie;Formations des écoles nationales vétérinaires;7;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Génie civil;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence MASS;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Mathématiques;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Physique et chimie;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence STAPS;3;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences de gestion;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences du langage - Linguistique;9;7.0;2
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Licence Sciences juridiques;22;19.0;9
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;PASS;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;BTS production;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;BTS service;14;7.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;CPGE ECG;3;2.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;DCG;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;DEUST;2;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Littératures, langues et culture de l'antiquité;Sciences Po;12;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence AES;1010;586.0;150
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Archéologie, Ethno, Préhistoire, Anthropologie;422;217.0;53
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Arts;1790;1110.0;450
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Electronique, Génie électrique, EEA;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence LEA;5733;4675.0;1981
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Langues et littératures étrangères;7143;6065.0;2261
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Lettres - Sciences du langage - Arts;233;158.0;30
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences;73;37.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;31;6.0;3
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de l'information et de la communication;2030;1082.0;401
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de l'univers, de la terre, de l'espace;20;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences de la vie, biologie, santé;64;16.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences du langage - Linguistique;759;521.0;119
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Licence Sciences religieuses;9;8.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;BTS service;3709;1704.0;716
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Ecoles d'Ingénieurs;17;4.0;4
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;D.E sanitaire;366;102.0;75
Histoire,Géographie, Géopolitique, Sciences politiques&Langues, Littératures et Cultures Etrangères et Régionales;Formations d'ART;1001;231.0;126
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence MASS;309;186.0;27
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Sciences du langage - Linguistique;104;74.0;16
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;Licence Sciences et technologies industrielles;53;27.0;11
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;PASS;156;51.0;21
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;BUT Production;401;132.0;56
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;BTS production;179;71.0;32
Histoire,Géographie, Géopolitique, Sciences politiques&Mathématiques;DCG;180;117.0;35
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Electronique, Génie électrique, EEA;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence MASS;10;5.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Mathématiques;17;3.0;2
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Pluri Langues;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Pluri Lettres - Sciences du langage - Arts;2;2.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Sciences de l'information et de la communication;19;8.0;3
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Sciences du langage - Linguistique;1;1.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Licence Sciences religieuses;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;BTS agricole;6;3.0;3
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;CPGE ECG;4;3.0;3
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;CPGE L;7;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Numérique et Sciences Informatiques;Autres formations;39;17.0;6
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Electronique, Génie électrique, EEA;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Mathématiques et informatique;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Physique et chimie;26;6.0;3
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Sciences de l'éducation;24;12.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Licence Sciences politiques;118;40.0;15
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;PASS;44;14.0;5
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;D.E sanitaire;32;12.0;6
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;CUPGE;1;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;DCG;6;2.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Physique-Chimie;Sciences Po;105;12.0;12
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Formation générale aux métiers de l'ingénieur;44;11.0;3
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Génie civil;17;6.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Informatique;191;54.0;20
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Langues et littératures françaises;2043;1368.0;273
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Langues et littératures étrangères;3207;2492.0;573
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Philosophie, Epistémologie;1683;713.0;113
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Pluri Sciences économiques - Gestion;13374;8598.0;2015
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Psychlogie, Sciences cognitives;6648;3385.0;1153
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence STAPS;4058;1644.0;888
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;Licence Sciences de l'information et de la communication;5572;2856.0;894
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences économiques et sociales;BTS service;16035;8309.0;3215
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Electronique, Génie électrique, EEA;2;2.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Physique et chimie;94;4.0;1
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;529;174.0;47
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Psychlogie, Sciences cognitives;1025;608.0;245
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence STAPS;1631;1016.0;704
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Sciences de l'univers, de la terre, de l'espace;339;102.0;24
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;Licence Sciences de l'éducation;346;169.0;53
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de la vie et de la terre;BUT Production;582;110.0;42
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Electronique, Génie électrique, EEA;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Histoire;20;17.0;11
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Mathématiques;2;1.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Pluri Lettres - Sciences du langage - Arts;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Psychlogie, Sciences cognitives;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Sciences et technologies industrielles;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Licence Sciences économiques;2;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;CPGE L;0;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;D.E sanitaire;1;0.0;0
Histoire,Géographie, Géopolitique, Sciences politiques&Sciences de l'ingénieur;Ensemble des candidats bacheliers;52;50.0;47
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Chimie;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Langues et littératures françaises;43;33.0;13
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Pluri Langues;1;1.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Pluri Lettres - Langues - Sciences humaines;10;7.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences de la vie, de la santé, de la terre et de l'univers;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Pluri Sciences fondamentales et applications;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Licence Sciences juridiques;8;7.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Formations d'ART;2;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;Autres formations;10;4.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Littératures, langues et culture de l'antiquité;DEUST;0;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Chimie;95;31.0;9
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Langues et littératures françaises;307;194.0;52
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Mathématiques;485;263.0;74
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Pluri Langues;35;17.0;5
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Pluri Lettres - Langues - Sciences humaines;105;65.0;8
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Pluri Sciences;26;6.0;1
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence STAPS;465;215.0;114
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Licence Sciences de gestion;347;189.0;66
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;BUT Production;755;307.0;162
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;BTS service;1275;642.0;219
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;CPGE ECG;530;347.0;166
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;Formations d'ART;520;133.0;76
Langues, Littératures et Cultures Etrangères et Régionales&Mathématiques;CUPGE;76;26.0;8
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Chimie;21;1.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Génie civil;1;0.0;0
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Géographie;9;6.0;2
Langues, Littératures et Cultures Etrangères et Régionales&Numérique et Sciences Informatiques;Licence Mathématiques;86;27.0;8
